,link,title,year,marketing_year,price,price_text,price_info,price_info_price,kms,id,category,make,model,badge,state,body_style,transmission,engine,build_date,odometer
250,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-21384245/?Cr=250,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,55788.0,"$55,788 Drive Away","$53,495 Excl. Est. Govt. Charges",53495.0,9240,OAG-AD-21384245,dealer,Subaru,Outback,    Touring 6GEN   ,VIC,SUV,Automatic,4cyl 2.5L Petrol,,"9,240 km"
251,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-21213019/?Cr=251,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,53880.0,"$53,880*",Excl. Govt. Charges,53880.0,11386,OAG-AD-21213019,dealer,Subaru,Outback,    Touring 6GEN   ,NSW,SUV,Automatic,4cyl 2.5L Petrol,,"11,386 km"
252,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-21296555/?Cr=252,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,53888.0,"$53,888*",Excl. Govt. Charges,53888.0,4273,OAG-AD-21296555,dealer,Subaru,Outback,    Touring 6GEN   ,NSW,SUV,Automatic,4cyl 2.5L Petrol,,"4,273 km"
253,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-21391600/?Cr=253,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,53977.0,"$53,977*",Excl. Govt. Charges,53977.0,2309,OAG-AD-21391600,dealer,Subaru,Outback,    Touring 6GEN   ,SA,SUV,Automatic,4cyl 2.5L Petrol,,"2,309 km"
254,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-21372416/?Cr=254,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,53990.0,"$53,990*",Excl. Govt. Charges,53990.0,8555,OAG-AD-21372416,dealer,Subaru,Outback,    Touring 6GEN   ,NSW,SUV,Automatic,4cyl 2.5L Petrol,,"8,555 km"
255,https://www.carsales.com.au/cars/details/2021-subaru-outback-awd-touring-6gen-auto-awd-my21/SSE-AD-13391009/?Cr=255,2021 Subaru Outback AWD Touring 6GEN Auto AWD MY21,2021,MY21,53990.0,"$53,990*",Excl. Govt. Charges,53990.0,4186,SSE-AD-13391009,private,Subaru,Outback,    Touring 6GEN   ,NSW,SUV,Automatic,4cyl 2.5L Petrol,,"4,186 km"
256,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-21441854/?Cr=256,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,54990.0,"$54,990*",Excl. Govt. Charges,54990.0,8895,OAG-AD-21441854,dealer,Subaru,Outback,    Touring 6GEN   ,NSW,SUV,Automatic,4cyl 2.5L Petrol,,"8,895 km"
257,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/SSE-AD-12946562/?Cr=257,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,55500.0,"$55,500*",Excl. Govt. Charges,55500.0,1000,SSE-AD-12946562,private,Subaru,Outback,    Touring 6GEN   ,VIC,SUV,Automatic,4cyl 2.5L Petrol,,"1,000 km"
258,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-20955193/?Cr=258,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,58188.0,"$58,188 Drive Away","$55,794 Excl. Est. Govt. Charges",55794.0,3996,OAG-AD-20955193,dealer,Subaru,Outback,    Touring 6GEN   ,VIC,SUV,Automatic,4cyl 2.5L Petrol,,"3,996 km"
259,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my22/OAG-AD-20642584/?Cr=259,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY22,2022,MY22,58198.0,"$58,198 Drive Away","$55,804 Excl. Est. Govt. Charges",55804.0,3891,OAG-AD-20642584,dealer,Subaru,Outback,    Touring 6GEN   ,VIC,SUV,Automatic,4cyl 2.5L Petrol,,"3,891 km"
260,https://www.carsales.com.au/cars/details/2021-subaru-outback-awd-touring-6gen-auto-awd-my21/SSE-AD-13420755/?Cr=260,2021 Subaru Outback AWD Touring 6GEN Auto AWD MY21,2021,MY21,56990.0,"$56,990*",Excl. Govt. Charges,56990.0,16178,SSE-AD-13420755,private,Subaru,Outback,    Touring 6GEN   ,VIC,SUV,Automatic,4cyl 2.5L Petrol,,"16,178 km"
261,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298389/?Cr=261,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298389,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
262,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298392/?Cr=262,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298392,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
263,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298394/?Cr=263,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298394,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
264,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298388/?Cr=264,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298388,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
265,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298386/?Cr=265,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298386,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
266,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298391/?Cr=266,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298391,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
267,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298387/?Cr=267,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298387,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
268,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298393/?Cr=268,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298393,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
269,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6298390/?Cr=269,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,57059.0,"$57,059",Indicative Drive Away*,57059.0,0,SHRM-AD-6298390,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
270,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6298396/?Cr=270,2022 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2022,MY23,58337.0,"$58,337",Indicative Drive Away*,58337.0,0,SHRM-AD-6298396,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
271,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6298399/?Cr=271,2022 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2022,MY23,58337.0,"$58,337",Indicative Drive Away*,58337.0,0,SHRM-AD-6298399,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
272,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6298395/?Cr=272,2022 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2022,MY23,58337.0,"$58,337",Indicative Drive Away*,58337.0,0,SHRM-AD-6298395,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
273,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6298400/?Cr=273,2022 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2022,MY23,58337.0,"$58,337",Indicative Drive Away*,58337.0,0,SHRM-AD-6298400,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
274,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6298397/?Cr=274,2022 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2022,MY23,58337.0,"$58,337",Indicative Drive Away*,58337.0,0,SHRM-AD-6298397,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
275,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6298398/?Cr=275,2022 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2022,MY23,58337.0,"$58,337",Indicative Drive Away*,58337.0,0,SHRM-AD-6298398,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
276,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-6gen-auto-awd-my23/SSE-AD-13742591/?Cr=276,2022 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2022,MY23,60000.0,"$60,000*",Excl. Govt. Charges,60000.0,1600,SSE-AD-13742591,private,Subaru,Outback,    Touring 6GEN   ,VIC,SUV,Automatic,4cyl 2.5L Petrol,,"1,600 km"
277,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298403/?Cr=277,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298403,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
278,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298411/?Cr=278,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298411,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
279,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298404/?Cr=279,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298404,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
280,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298410/?Cr=280,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298410,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
281,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298407/?Cr=281,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298407,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
282,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298406/?Cr=282,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298406,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
283,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298405/?Cr=283,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298405,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
284,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298408/?Cr=284,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,62384.0,"$62,384",Indicative Drive Away*,62384.0,0,SHRM-AD-6298408,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
285,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316246/?Cr=285,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316246,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
286,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316247/?Cr=286,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316247,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
287,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316276/?Cr=287,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316276,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
288,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316240/?Cr=288,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316240,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
289,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316261/?Cr=289,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316261,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
290,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316273/?Cr=290,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316273,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
291,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316245/?Cr=291,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316245,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
292,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-6gen-auto-awd-my23/SHRM-AD-6316264/?Cr=292,2023 Subaru Outback AWD Sport 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316264,dealer,Subaru,Outback,    Sport 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
293,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-6gen-auto-awd-my23/SHRM-AD-6316265/?Cr=293,2023 Subaru Outback AWD Sport 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316265,dealer,Subaru,Outback,    Sport 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
294,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316270/?Cr=294,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316270,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
295,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6316249/?Cr=295,2023 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316249,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
296,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316272/?Cr=296,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316272,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
297,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6316252/?Cr=297,2023 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316252,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
298,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6316250/?Cr=298,2023 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316250,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
299,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316259/?Cr=299,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316259,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
300,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316242/?Cr=300,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316242,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
301,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-6gen-auto-awd-my23/SHRM-AD-6316263/?Cr=301,2023 Subaru Outback AWD Sport 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316263,dealer,Subaru,Outback,    Sport 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
302,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6316248/?Cr=302,2023 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316248,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
303,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316275/?Cr=303,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316275,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
304,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316258/?Cr=304,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316258,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
305,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316256/?Cr=305,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316256,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
306,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316254/?Cr=306,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316254,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
307,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6316253/?Cr=307,2023 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316253,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
308,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316244/?Cr=308,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316244,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
309,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316243/?Cr=309,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316243,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
310,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-sport-xt-6gen-auto-awd-my23/SHRM-AD-6316251/?Cr=310,2023 Subaru Outback AWD Sport XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316251,dealer,Subaru,Outback,    Sport XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
311,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316239/?Cr=311,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316239,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
312,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316257/?Cr=312,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316257,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
313,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316271/?Cr=313,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316271,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
314,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316274/?Cr=314,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316274,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
315,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-6gen-auto-awd-my23/SHRM-AD-6316269/?Cr=315,2023 Subaru Outback AWD 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316269,dealer,Subaru,Outback,    6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
316,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6316241/?Cr=316,2023 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316241,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
317,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316262/?Cr=317,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316262,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
318,https://www.carsales.com.au/cars/details/2022-subaru-outback-awd-touring-xt-6gen-auto-awd-my23/SHRM-AD-6298409/?Cr=318,2022 Subaru Outback AWD Touring XT 6GEN Auto AWD MY23,2022,MY23,,Enquire for price*,,,0,SHRM-AD-6298409,dealer,Subaru,Outback,    Touring XT 6GEN   ,,SUV,Automatic,4cyl 2.4L Turbo Petrol,,
319,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316255/?Cr=319,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316255,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
320,https://www.carsales.com.au/cars/details/2023-subaru-outback-awd-touring-6gen-auto-awd-my23/SHRM-AD-6316260/?Cr=320,2023 Subaru Outback AWD Touring 6GEN Auto AWD MY23,2023,MY23,,Enquire for price*,,,0,SHRM-AD-6316260,dealer,Subaru,Outback,    Touring 6GEN   ,,SUV,Automatic,4cyl 2.5L Petrol,,
